apt_name,apt_address,apt_coordinates,apt_score,university_name,university_coordinates,university_score,supermarket_name,supermarket_coordinates,supermarket_score,gas_station_name,gas_station_coordinates,gas_station_score,gym_name,gym_coordinates,gym_score,subway_station_name,subway_station_coordinates,subway_station_score,bus_station_name,bus_station_coordinates,bus_station_score,drugstore_name,drugstore_coordinates,drugstore_score,pharmacy_name,pharmacy_coordinates,pharmacy_score,convenience_store_name,convenience_store_coordinates,convenience_store_score,restaurant_name,restaurant_coordinates,restaurant_score,police_name,police_coordinates,police_score,park_name,park_coordinates,park_score,cafe_name,cafe_coordinates,cafe_score,bank_name,bank_coordinates,bank_score
Dwell at Hollywood,1073 Hollywood Rd NW Atlanta GA 30318,"(33.7850419, -84.45975210000002)",0.005611919559490624,Atlanta School of Ministry Dorms,"(33.7891596, -84.4705573)",0.012180076211012768,Family Dollar,"(33.77605500000001, -84.47194019999999)",0.018326715252953308,Chevron,"(33.7761775, -84.47407500000001)",0.018326715252953308,BodyWhys,"(33.7863836, -84.45323599999999)",0.01168950985926848,None,None,nan,Perry Blvd & Habershal Dr,"(33.791827, -84.44352800000001)",0.02196429998213584,Poly-Plex Pharmacy Inc,"(33.77528270000001, -84.471947)",0.01539268964213049,Poly-Plex Pharmacy Inc,"(33.77528270000001, -84.471947)",0.01539268964213049,Chevron,"(33.7761775, -84.47407500000001)",0.018326715252953308,Continental Seafood,"(33.7754693, -84.4704124)",0.009524638420484859,Atlanta Police Department Zone 1,"(33.77728119999999, -84.46072660000002)",0.006269802115186054,Rockdale Park,"(33.7871001, -84.4476237)",0.01949163105076954,None,None,nan,None,None,nan
Bass Lofts Apartments,1080 Euclid Ave NE Atlanta GA 30307,"(33.7641493, -84.3516878)",0.19964289237725083,Physician's Education Group,"(33.7623748, -84.37149289999999)",0.1425962620382795,Whole Foods Market,"(33.7752338, -84.3658288)",0.10010437317614587,Circle K,"(33.7637824, -84.34970059999999)",0.03358946138872535,X3 Sports - Inman Park,"(33.76208309999999, -84.35991419999999)",0.06702611684504911,Inman Park/Reynoldstown Station,"(33.7577002, -84.3525767)",0.06717892277745074,Inman Park/Reynoldstown Station - North Loop,"(33.757726, -84.353409)",0.07055380720531484,CVS,"(33.7737168, -84.3652949)",0.09155387949853575,"Suzanne Lipe, RPH","(33.756888, -84.34593509999999)",0.08848397942304674,Savi Provisions,"(33.7623383, -84.3577923)",0.06349842648478336,The Vortex,"(33.7662559, -84.3492199)",0.021193925058394743,AK Security Services,"(33.761674, -84.35974999999999)",0.083106499643182,Candler Park,"(33.7660541, -84.337471)",0.024140659220319993,Barnes & Noble,"(33.7577778, -84.34888889999999)",0.051297370432054824,Wells Fargo Bank,"(33.77406080000001, -84.36583019999999)",0.09687590913559466
The Skylark,1099 SE Boulevard Atlanta GA 30312,"(33.7243969, -84.36872369999999)",0.06946811535836306,Beulah Heights University,"(33.7368983, -84.3578094)",0.05749187807416495,Family Dollar,"(33.7242785, -84.3489057)",0.011467295368133547,Chevron,"(33.7139971, -84.3687447)",0.0016051825736543893,Snap Fitness Atlanta (Glenwood Park),"(33.7398722, -84.35805409999999)",0.07919573954091536,None,None,nan,None,None,nan,Dollar General,"(33.7205317, -84.35057290000002)",0.021048575492678138,CVS Pharmacy,"(33.7407548, -84.3675947)",0.03502102940615993,Dollar General,"(33.7205317, -84.35057290000002)",0.021048575492678138,The Rolling Grill,"(33.7267406, -84.3769561)",0.0123608903384082,Atlanta Police Department Zone 3,"(33.7306219, -84.37344499999999)",0.008860584993670312,Grant Park,"(33.73570399999999, -84.371164)",0.1160162392422222,Heal Thyself Atlanta,"(33.7258806, -84.37624439999999)",0.014429650989469252,Chase Bank,"(33.721445, -84.348805)",0.011467295368133547
The Atlantic River West,1104 Westchase St Atlanta GA 30336,"(33.7234677, -84.5773047)",0.010598288920941256,Mechanical Trades Institute,"(33.7160646, -84.59507099999999)",0.008449130551081992,None,None,nan,QuikTrip,"(33.7299945, -84.5742451)",0.005243610098324379,Dr. Niesha Cherry Mind & Body Coach,"(33.7295151, -84.5717596)",0.005243610098324379,None,None,nan,None,None,nan,None,None,nan,None,None,nan,QuikTrip,"(33.7299945, -84.5742451)",0.005243610098324379,Bojangles,"(33.7322805, -84.5679013)",0.005243610098324379,None,None,nan,Boat rock,"(33.71708059999999, -84.562411)",0.011056003757572944,McDonald's,"(33.7289607, -84.5738361)",0.005243610098324379,Bank of America (with Drive-thru ATM),"(33.7303094, -84.5737245)",0.005243610098324379
The Bishop,1115 Springwood Connector Atlanta GA 30328,"(33.9176133, -84.350145)",0.0,Chamberlain University College of Nursing,"(33.9120407, -84.35200499999999)",0.0,Publix Super Market at Perimeter,"(33.9200151, -84.35272239999999)",0.0,Costco Gas Station,"(33.928764, -84.352868)",0.0,LA Fitness,"(33.9329462, -84.3498888)",0.0,Dunwoody,"(33.9212654, -84.34435669999999)",0.0,Dunwoody,"(33.9212654, -84.34435669999999)",0.0,Walgreens,"(33.9195355, -84.3525657)",0.0,"Anna M. Mcdonald, RPH","(33.9091884, -84.3540514)",0.0,Northside Hospital Get Well Shop - Atlanta,"(33.909188, -84.354051)",0.0,Maggiano's Little Italy,"(33.9230015, -84.33998040000002)",0.0,Marshal Inc,"(33.9170665, -84.349352)",0.0,Ecotech Timber Inc,"(33.9218446, -84.33597089999999)",0.0,Barnes & Noble,"(33.92625, -84.34331159999999)",0.0,TIAA Financial Services,"(33.917001, -84.356104)",0.0
One12 Courtland,112 Courtland St NE Atlanta GA 30303,"(33.7573476, -84.38455359999999)",0.5223842188761292,Georgia State University,"(33.75306799999999, -84.38528190000001)",0.12527213263974743,Publix Super Market at Piedmont,"(33.77038590000001, -84.38121629999999)",0.2073309949898017,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.12234863877048521,RPM at Bank of America Plaza,"(33.77111730000001, -84.3861598)",0.27305996166891183,Peachtree Center Transit Station,"(33.7579907, -84.3878131)",0.06461371231095127,Alabama St & Broad St,"(33.753479, -84.391745)",0.21446359799031445,Walgreens,"(33.7707331, -84.3812556)",0.22376323665957923,"Vincent M. Poteet, PharmD","(33.7684926, -84.38611739999999)",0.31718379432909694,Walgreens,"(33.7707331, -84.3812556)",0.22376323665957923,Hyatt Regency Atlanta,"(33.7613755, -84.38735559999999)",0.11076636396163074,Superior Court-Criminal,"(33.75085599999999, -84.390919)",0.20732372461482793,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.08216936469668333,Starbucks,"(33.7565916, -84.3886734)",0.09230530330135896,Georgia's Own Credit Union,"(33.7574527, -84.3864832)",0.01846106066027179
Apex West Midtown,1133 Huff Rd Atlanta GA 30318,"(33.7897433, -84.42552599999999)",0.188031505811071,Celebrity Actors Studio,"(33.79145880000001, -84.41882389999999)",0.07813988110706988,None,None,nan,bp,"(33.8006312, -84.4257646)",0.03165196620021811,Atlanta Yoga,"(33.77595580000001, -84.4165577)",0.11635231122913885,Bankhead Transit Station,"(33.772255, -84.42894)",0.15063360450028299,Procierge,"(33.7991808, -84.43233359999999)",0.06543464074472748,Walmart Pharmacy,"(33.803135, -84.41160359999999)",0.10247115369098662,Kroger Pharmacy,"(33.8020766, -84.41283310000001)",0.09499155070579353,Circle K,"(33.8006248, -84.42543890000002)",0.03165196620021811,FLIP burger boutique,"(33.7983428, -84.4157486)",0.07255274175021424,Police Internal Investigations,"(33.7808852, -84.41779079999999)",0.10997295810055906,Atlantis Hydroponics,"(33.8031858, -84.4342021)",0.04986084462016524,West Egg Cafe,"(33.7845189, -84.4121053)",0.17199593337307237,Ameris Bank,"(33.79804299999999, -84.4158731)",0.06507313876502113
The Reserve at Lavista Walk,1155 Lavista Rd NE Atlanta GA 30324,"(33.8177484, -84.3506266)",0.08359148231174116,The Creative Circus,"(33.81304599999999, -84.36177599999999)",0.3382210923141095,Publix Super Market at Cheshire Square,"(33.818479, -84.34902129999999)",0.0021517581372231137,QuikTrip,"(33.82519639999999, -84.3622243)",0.10541170582480248,Athletic Club Northeast,"(33.8237886, -84.337858)",0.006649734507468724,Lindbergh Center Transit Station,"(33.8231777, -84.3693878)",0.12675168763877862,Lavista Rd NE & Briarcliff Rd NE,"(33.815615, -84.334896)",0.003636815084545725,CVS,"(33.8335356, -84.3410997)",0.025352082053766895,CVS Pharmacy,"(33.8240175, -84.3634115)",0.09925132583632693,QuikTrip,"(33.82519639999999, -84.3622243)",0.10541170582480248,The Colonnade,"(33.8092456, -84.3610046)",0.2885122180735746,Marta Police Department,"(33.8199444, -84.3680925)",0.15818067255586626,Historic Preservation Division- Georgia Department of Natural Resources,"(33.82685819999999, -84.3425348)",0.00621188234458115,The Honey Baked Ham Company,"(33.8329612, -84.3404217)",0.025349095685232644,Navy Federal Credit Union,"(33.82683060000001, -84.3327016)",0.003636815084545725
Eleven85,1185 Collier Rd NW Atlanta GA 30318,"(33.8114979, -84.4239962)",0.013075252886764085,Beyond Education University,"(33.803882, -84.435037)",0.01699241043481365,Publix Super Market at Howell Mill Village,"(33.81024190000001, -84.41469699999999)",0.01230105710651457,bp,"(33.8006312, -84.4257646)",0.03138271832064168,Bangkok Boxing Fitness,"(33.8118892, -84.4205736)",0.004389755214078827,None,None,nan,Procierge,"(33.7991808, -84.43233359999999)",0.05077508497932307,Walmart Pharmacy,"(33.803135, -84.41160359999999)",0.03944676714789446,Kroger Pharmacy,"(33.8020766, -84.41283310000001)",0.056899174113345025,CITGO,"(33.8115403, -84.4258486)",0.0027724769773129435,FLIP burger boutique,"(33.7983428, -84.4157486)",0.060148827414081146,None,None,nan,Atlantis Hydroponics,"(33.8031858, -84.4342021)",0.020945033877890935,Starbucks,"(33.80423, -84.412846)",0.029473963167637,Chase Bank,"(33.809726, -84.4132348)",0.010972837052072826
The Mix,120 Piedmont Ave NE Atlanta GA 30303,"(33.7574928, -84.3823802)",0.5223842188761292,Georgia State University,"(33.75306799999999, -84.38528190000001)",0.24289585174222095,Publix Super Market at Piedmont,"(33.77038590000001, -84.38121629999999)",0.17963940399939404,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.158365351816489,RPM at Bank of America Plaza,"(33.77111730000001, -84.3861598)",0.2125038873389491,Peachtree Center Transit Station,"(33.7579907, -84.3878131)",0.11999689429176663,Alabama St & Broad St,"(33.753479, -84.391745)",0.2917041968168372,Walgreens,"(33.7707331, -84.3812556)",0.19607164566917157,"Vincent M. Poteet, PharmD","(33.7684926, -84.38611739999999)",0.2658582503292702,Walgreens,"(33.7707331, -84.3812556)",0.19607164566917157,Hyatt Regency Atlanta,"(33.7613755, -84.38735559999999)",0.11076636396163074,Superior Court-Criminal,"(33.75085599999999, -84.390919)",0.3257385021137326,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.18370519832817814,Starbucks,"(33.7565916, -84.3886734)",0.18461060660271794,Georgia's Own Credit Union,"(33.7574527, -84.3864832)",0.14768848528217432
Reserve at Lenox Park,1200 Reserve Dr NE Atlanta GA 30319,"(33.8476988, -84.3418803)",0.00198624859094948,American College of Rheumatology,"(33.84862010000001, -84.34681049999999)",0.0012634926155506015,Publix Super Market at Lenox Marketplace,"(33.8509984, -84.3597748)",0.006678027395120878,CITGO,"(33.8376455, -84.3345049)",0.0006317463077753013,BUCKHEAD FITNESS BOOT CAMP,"(33.84912319999999, -84.3473788)",0.0014389777010437406,Lenox,"(33.8451145, -84.35867139999999)",0.005117307745010526,Brookhaven/Oglethorpe Station,"(33.86025, -84.339147)",0.0006317463077753013,CVS,"(33.8533444, -84.3586985)",0.00705943305337381,Kroger Pharmacy,"(33.85642, -84.34468299999999)",0.0006317463077753013,CVS,"(33.8533444, -84.3586985)",0.00705943305337381,Mellow Mushroom Atlanta - Brookhaven,"(33.8613243, -84.3400726)",0.0006317463077753013,Atlanta Police Department Lenox Mall Mini Precinct,"(33.8461774, -84.3615644)",0.005877962845801636,Clack's Corner Park,"(33.8573151, -84.3313652)",0.0006317463077753013,The Honey Baked Ham Company,"(33.8329612, -84.3404217)",0.0006556372560492789,Wells Fargo Bank,"(33.8581214, -84.3437791)",0.0006317463077753013
Alexan EAV,1205 Metropolitan Ave SE Atlanta GA 30316,"(33.7413726, -84.3477554)",0.07508580337573965,Beulah Heights University,"(33.7368983, -84.3578094)",0.06635283768672547,Family Dollar,"(33.7469987, -84.33376179999999)",0.05852520734060954,Shell,"(33.743604, -84.349025)",0.01990149473447433,Snap Fitness Atlanta (Glenwood Park),"(33.7398722, -84.35805409999999)",0.03785134486260883,Inman Park/Reynoldstown Station,"(33.7577002, -84.3525767)",0.10047111906403194,Moreland Ave SE & Sanders Ave SE,"(33.7418538, -84.3493599)",0.0119408968406846,CVS,"(33.7407548, -84.3675947)",0.12514472385867337,"Suzanne Lipe, RPH","(33.756888, -84.34593509999999)",0.0757356121969713,Shell,"(33.743604, -84.349025)",0.01990149473447433,Home grown GA Restaurant,"(33.7466849, -84.35588140000002)",0.05673164461952425,Georgia State Patrol,"(33.7259645, -84.3557905)",0.061484583812249194,Cabbagetown Park,"(33.7493468, -84.3642553)",0.09477900569831568,Home grown GA Restaurant,"(33.7466849, -84.35588140000002)",0.05673164461952425,Bank of America (with Drive-thru ATM),"(33.7425258, -84.34855499999999)",0.01857472841884271
12th and James Luxury Apartments,1212 James Jackson Pky Atlanta GA 30318,"(33.7888408, -84.4769165)",0.012206280091846065,Atlanta School of Ministry Dorms,"(33.7891596, -84.4705573)",0.006039179911967843,Family Dollar,"(33.77605500000001, -84.47194019999999)",0.0317127910736441,Petro Travel Center,"(33.78636420000001, -84.4902524)",0.006423802040307552,None,None,nan,None,None,nan,None,None,nan,Dollar General,"(33.7775931, -84.47749379999999)",0.03758084229528973,Poly-Plex Pharmacy Inc,"(33.77528270000001, -84.471947)",0.03024577826823269,Petro Travel Center,"(33.78636420000001, -84.4902524)",0.006423802040307552,Shell,"(33.78616760000001, -84.4904203)",0.006358147680886319,Atlanta Police Department Zone 1,"(33.77728119999999, -84.46072660000002)",0.017098248093198282,Carey Park,"(33.7884175, -84.4809164)",0.004032998016471517,Gold Twister Coffee Shop,"(33.7892393, -84.48817179999999)",0.03541768232661862,APCU Network Distribution Center Branch,"(33.8033643, -84.4780478)",0.02826961477230517
STEELWORKS,1220 Mecaslin St NW Atlanta GA 30318,"(33.7880587, -84.4004661)",0.10064861789873301,Georgia Institute of Technology,"(33.77561779999999, -84.39628499999999)",0.11976042117093426,Publix Super Market at The Plaza Midtown,"(33.7804802, -84.388809)",0.0935476036059914,bp,"(33.7863606, -84.3979784)",0.013866369072395777,LA Fitness,"(33.77744300000001, -84.38912309999999)",0.1223381446010032,Arts Center MARTA Station,"(33.7892632, -84.38734140000001)",0.030554826045731533,Crabapple Commons,"(33.7944591, -84.40729449999999)",0.05562689218631075,Walmart Pharmacy,"(33.803135, -84.41160359999999)",0.09990115784399836,Publix Pharmacy In Atlantic Station,"(33.7927067, -84.3979691)",0.03086170422049532,bp,"(33.7863606, -84.3979784)",0.013866369072395777,South City Kitchen Midtown,"(33.7859545, -84.3844341)",0.030554826045731533,Police Internal Investigations,"(33.7808852, -84.41779079999999)",0.1244588532546289,Avery Park Property,"(33.7946264, -84.40732899999999)",0.06274073741080297,West Egg Cafe,"(33.7845189, -84.4121053)",0.05215951779739132,Wells Fargo Bank,"(33.7915532, -84.3940369)",0.03491321852923745
Marquis Midtown West,1224 Defoor Village Ct NW Atlanta GA 30318,"(33.8102887, -84.42724539999999)",0.013075252886764085,Beyond Education University,"(33.803882, -84.435037)",0.017865778216032736,Publix Super Market at Howell Mill Village,"(33.81024190000001, -84.41469699999999)",0.013494934803204782,bp,"(33.8006312, -84.4257646)",0.028303462658783474,Bangkok Boxing Fitness,"(33.8118892, -84.4205736)",0.005544953954625887,None,None,nan,Procierge,"(33.7991808, -84.43233359999999)",0.045179095845953456,Walmart Pharmacy,"(33.803135, -84.41160359999999)",0.04695526688915515,Kroger Pharmacy,"(33.8020766, -84.41283310000001)",0.059421271864476974,CITGO,"(33.8115403, -84.4258486)",0.0020793577329847076,FLIP burger boutique,"(33.7983428, -84.4157486)",0.058576462673510334,None,None,nan,Atlantis Hydroponics,"(33.8031858, -84.4342021)",0.021818401659110018,Starbucks,"(33.80423, -84.412846)",0.03698246290889769,Chase Bank,"(33.809726, -84.4132348)",0.013494934803204782
Westwood Glen,1225 Fairburn Rd Atlanta GA 30331,"(33.7199363, -84.50968929999999)",0.015456366921782719,Carver Bible College,"(33.72282539999999, -84.5156485)",0.006913460189604289,Publix Super Market at Cascade Crossing Shopping Center,"(33.7248003, -84.5082635)",0.0065547369239677,bp,"(33.72338199999999, -84.50486699999999)",0.009832105385951551,Workout Anytime Cascade,"(33.723312, -84.511339)",0.004096710577479813,None,None,nan,None,None,nan,Walgreens,"(33.7231737, -84.51051489999999)",0.004096710577479813,Walmart Pharmacy,"(33.728179, -84.50796299999999)",0.02311979182283046,Walgreens,"(33.7231737, -84.51051489999999)",0.004096710577479813,Subway,"(33.7244446, -84.5078735)",0.006281622885469046,None,None,nan,Melvin Drive Park,"(33.7098882, -84.51566489999999)",0.007817740169364724,Starbucks,"(33.722803, -84.506982)",0.006827850962466355,Citizens Trust Bank,"(33.7240419, -84.50962510000001)",0.0065547369239677
AMLI Arts Center,1240 W Peachtree St Atlanta GA 30309,"(33.7887481, -84.388358)",0.0197375537252822,Georgia Institute of Technology,"(33.77561779999999, -84.39628499999999)",0.12108587690883037,Publix Super Market at The Plaza Midtown,"(33.7804802, -84.388809)",0.070665555178445,Shell,"(33.78683419999999, -84.3896008)",0.003487626190084154,LA Fitness,"(33.77744300000001, -84.38912309999999)",0.08026240217678225,Arts Center MARTA Station,"(33.7892632, -84.38734140000001)",0.002092575714050492,Crabapple Commons,"(33.7944591, -84.40729449999999)",0.10034277352107306,CVS,"(33.7984196, -84.3709623)",0.09111002476462297,Publix Pharmacy In Atlantic Station,"(33.7927067, -84.3979691)",0.030193504669142886,Shell,"(33.78683419999999, -84.3896008)",0.003487626190084154,South City Kitchen Midtown,"(33.7859545, -84.3844341)",0.007672777618185138,Georgia Tech Police Department,"(33.7811486, -84.4037362)",0.08528203751920205,Atlanta Botanical Garden,"(33.790468, -84.3736193)",0.06495194012851734,Twelve Eighty,"(33.78954039999999, -84.38495139999999)",0.003836388809092569,Wells Fargo Bank,"(33.7915532, -84.3940369)",0.02209047605165863
Mount Vernon Flats at The Perimeter,1265 Mount Vernon Hwy Atlanta GA 30338,"(33.9352723, -84.3492792)",0.0,The Art Institute of Atlanta,"(33.9360949, -84.35529179999999)",0.0,Publix Super Market at Perimeter,"(33.9200151, -84.35272239999999)",0.0,bp,"(33.94565559999999, -84.33454689999999)",0.0,LA Fitness,"(33.9329462, -84.3498888)",0.0,Sandy Springs Station,"(33.93196349999999, -84.3506615)",0.0,Dunwoody,"(33.9212654, -84.34435669999999)",0.0,CVS,"(33.9470528, -84.3343611)",0.0,"Anuj A. Patel, PharmD","(33.9378447, -84.3608181)",0.0,bp,"(33.94565559999999, -84.33454689999999)",0.0,Maggiano's Little Italy,"(33.9230015, -84.33998040000002)",0.0,MARTA Police Department- North Precinct,"(33.9220048, -84.3445974)",0.0,Ecotech Timber Inc,"(33.9218446, -84.33597089999999)",0.0,Barnes & Noble,"(33.92625, -84.34331159999999)",0.0,Reliance Trust,"(33.93437619999999, -84.3523975)",0.0
